USERID	RG_case	CountryName	LanguageName	Gender	YearofBirth	Registration_date	First_Deposit_Date
3790516	0	Switzerland	German	M	1986	10/6/2006	7/25/2007
4952449	0	.	.	M	 	 	7/25/2007
4593718	0	Hungary	Hungarian	M	1981	4/6/2007	7/22/2007
4907036	0	France.COM	French	M	1963	7/7/2007	7/20/2007
4938386	0	Poland	Polish	M	1979	7/19/2007	7/19/2007
4920881	0	Germany.COM	German	M	1971	7/12/2007	7/16/2007
2581124	0	Portugal	Portuguese	M	1982	3/4/2006	7/14/2007
1729399	0	United Kingdom	Polish	M	1976	7/13/2005	7/13/2007
4921440	0	Portugal	Portuguese	M	1983	7/12/2007	7/12/2007
4920698	0	Germany.COM	German	M	1937	7/12/2007	7/12/2007
4916056	0	Germany.COM	German	M	1970	7/10/2007	7/11/2007
4912516	0	Germany.COM	German	M	1985	7/9/2007	7/9/2007
4911082	0	Portugal	Portuguese	M	1972	7/8/2007	7/8/2007
4837045	0	Poland	Polish	M	1988	6/8/2007	7/5/2007
4886927	0	Hungary	Hungarian	M	1976	6/28/2007	7/4/2007
3486964	0	Germany.COM	German	M	1950	7/20/2006	7/3/2007
4897013	0	Norway	Norwegian	M	1987	7/2/2007	7/2/2007
4893144	0	France.COM	French	M	1959	7/1/2007	7/1/2007
4891084	0	Germany.COM	German	M	1968	6/30/2007	6/30/2007
4888406	0	Romania	Romanian	M	1985	6/29/2007	6/29/2007
4860191	0	Spain	Spanish	M	1980	6/17/2007	6/29/2007
4886034	0	Austria	German	M	1987	6/28/2007	6/28/2007
4886424	0	Greece.BAW	English	M	1986	6/28/2007	6/28/2007
4884500	0	France.COM	French	M	1975	6/27/2007	6/27/2007
4872118	0	Spain	Spanish	M	1982	6/22/2007	6/22/2007
4868172	0	Germany.COM	German	M	1985	6/20/2007	6/22/2007
4864900	0	Poland	Polish	M	1982	6/19/2007	6/20/2007
4837595	0	Ukraine	Russian	M	1974	6/8/2007	6/20/2007
4865685	0	Poland	Polish	M	1983	6/19/2007	6/19/2007
4863248	0	Germany.COM	German	M	1981	6/18/2007	6/18/2007
4863924	0	Austria	German	M	1979	6/18/2007	6/18/2007
4863645	0	Spain	Spanish	M	1957	6/18/2007	6/18/2007
4858719	0	Germany.COM	German	M	1942	6/16/2007	6/16/2007
4852725	0	Australia	English	M	1978	6/14/2007	6/15/2007
4843378	0	Greece.BAW	Greek	M	1947	6/10/2007	6/10/2007
4830831	0	Spain	Spanish	M	1981	6/6/2007	6/6/2007
4814986	0	France.COM	French	M	1985	6/1/2007	6/2/2007
4794540	0	France.COM	French	M	1981	5/25/2007	6/2/2007
4820325	0	.	.	M	 	 	6/2/2007
4816031	0	France.COM	French	M	1965	6/1/2007	6/1/2007
4812088	0	Czech Republic	Czech	M	1974	5/31/2007	6/1/2007
4812384	0	Greece.BAW	Greek	M	1985	5/31/2007	5/31/2007
4810358	0	Germany.COM	German	M	1984	5/30/2007	5/31/2007
4803105	0	Bosnia and Herzego	Croatian	M	1982	5/28/2007	5/30/2007
4795594	0	Poland	Polish	M	1986	5/25/2007	5/30/2007
3773299	0	Spain	Spanish	M	1984	10/1/2006	5/30/2007
4793506	0	Ukraine	Russian	M	1988	5/24/2007	5/29/2007
4162915	0	Germany.COM	German	M	1973	12/28/2006	5/28/2007
4460585	0	Czech Republic	Czech	M	1985	3/7/2007	5/25/2007
4792984	0	Slovenia	English	M	1983	5/24/2007	5/24/2007
4776390	0	Spain	Spanish	M	1988	5/20/2007	5/24/2007
4788017	0	France.COM	French	M	1989	5/23/2007	5/23/2007
4789671	0	Germany.COM	German	M	1968	5/23/2007	5/23/2007
4779119	0	Romania	English	M	1982	5/21/2007	5/21/2007
4773672	0	Poland	Polish	M	1964	5/20/2007	5/20/2007
4764169	0	.	.	M	 	 	5/20/2007
4703065	0	Slovenia	Slovenian	M	1975	5/3/2007	5/17/2007
4755087	0	.	.	M	 	 	5/16/2007
4750760	0	Hungary	Hungarian	M	1976	5/14/2007	5/15/2007
4745022	0	Poland	Polish	M	1978	5/13/2007	5/15/2007
4754803	0	.	.	M	 	 	5/15/2007
4731511	0	Germany.COM	German	M	1982	5/10/2007	5/12/2007
4723041	0	France.COM	French	M	1984	5/7/2007	5/12/2007
1215396	0	Spain	Spanish	M	1980	11/9/2004	5/11/2007
4732256	0	Germany.COM	German	M	1984	5/10/2007	5/10/2007
4726192	0	Czech Republic	Czech	M	1985	5/8/2007	5/10/2007
4725998	0	Germany.COM	German	M	1965	5/8/2007	5/9/2007
4726421	0	Romania	English	M	1988	5/8/2007	5/8/2007
4724247	0	Slovenia	Slovenian	M	1978	5/8/2007	5/8/2007
4726623	0	Germany.COM	German	M	1977	5/8/2007	5/8/2007
4723927	0	Germany.COM	German	M	1968	5/8/2007	5/8/2007
4725377	0	Germany.COM	German	M	1967	5/8/2007	5/8/2007
4718618	0	Poland	Polish	M	1983	5/6/2007	5/6/2007
4714797	0	Germany.COM	German	M	1988	5/5/2007	5/5/2007
4713532	0	France.COM	French	M	1978	5/5/2007	5/5/2007
4706721	0	Romania	Romanian	M	1984	5/4/2007	5/4/2007
4707465	0	France.COM	French	M	1978	5/4/2007	5/4/2007
4703930	0	Germany.COM	German	M	1982	5/3/2007	5/3/2007
4698532	0	Denmark	English	M	1967	5/2/2007	5/2/2007
4695190	0	Portugal	Portuguese	M	1984	5/1/2007	5/1/2007
4595030	0	Finland	English	M	1962	4/7/2007	5/1/2007
3927025	0	Germany.COM	German	M	1977	11/4/2006	5/1/2007
4692310	0	Italy.BAW	Italian	M	1961	4/30/2007	4/30/2007
4682533	0	Canada	English	M	1980	4/28/2007	4/29/2007
4686149	0	.	.	M	 	 	4/29/2007
3499407	0	Portugal	Portuguese	M	1985	7/26/2006	4/28/2007
4676415	0	.	.	M	 	 	4/27/2007
4660207	0	United Arab Emirat	English	M	1979	4/23/2007	4/23/2007
4657171	0	Germany.COM	German	M	1966	4/22/2007	4/22/2007
4531943	0	Germany.COM	German	M	1971	3/21/2007	4/21/2007
4642329	0	Norway	Norwegian	M	1981	4/18/2007	4/18/2007
4636089	0	Portugal	Portuguese	M	1985	4/17/2007	4/18/2007
489459	0	Germany.COM	German	M	1977	6/12/2002	4/18/2007
4632006	0	Germany.COM	German	M	1960	4/16/2007	4/16/2007
3303894	0	Germany.COM	German	M	1976	6/26/2006	4/14/2007
4620291	0	France.COM	French	M	1988	4/13/2007	4/13/2007
4622346	0	Germany.COM	German	M	1955	4/13/2007	4/13/2007
4615674	0	Russian Federation	Russian	M	1982	4/12/2007	4/12/2007
4564933	0	Portugal	Portuguese	M	1981	3/30/2007	4/12/2007
4118964	0	Germany.COM	German	M	1984	12/16/2006	4/12/2007
4613345	0	Germany.COM	German	M	1980	4/11/2007	4/11/2007
4607711	0	Portugal	Portuguese	M	1986	4/10/2007	4/10/2007
4571319	0	Czech Republic	Czech	M	1984	4/1/2007	4/10/2007
2245377	0	Czech Republic	Czech	M	1976	12/9/2005	4/10/2007
4594622	0	Hungary	Hungarian	M	1977	4/7/2007	4/7/2007
4475391	0	Hungary	Hungarian	M	1977	3/9/2007	4/5/2007
736568	0	.	.	M	 	 	4/5/2007
4585711	0	Germany.COM	German	M	1974	4/4/2007	4/4/2007
4585183	0	France.COM	French	M	1971	4/4/2007	4/4/2007
4579575	0	Czech Republic	Czech	M	1976	4/2/2007	4/2/2007
4572043	0	Belgium	Dutch	M	1956	4/1/2007	4/1/2007
4575362	0	.	.	M	 	 	4/1/2007
4569084	0	Austria	German	M	1979	3/31/2007	3/31/2007
4562615	0	Slovakia	Slovak	M	1981	3/30/2007	3/30/2007
1387625	0	Germany.COM	German	M	1987	2/23/2005	3/30/2007
4558728	0	France.COM	French	M	1982	3/28/2007	3/28/2007
4490293	0	Norway	Norwegian	M	1970	3/12/2007	3/26/2007
4240399	0	Hungary	Hungarian	M	1977	1/19/2007	3/25/2007
4520548	0	Germany.COM	German	M	1973	3/18/2007	3/24/2007
4461204	0	Poland	Polish	M	1982	3/7/2007	3/24/2007
4534916	0	France.COM	French	M	1986	3/22/2007	3/22/2007
4530023	0	Germany.COM	German	M	1979	3/21/2007	3/21/2007
2546637	0	Hungary	Hungarian	M	1973	2/24/2006	3/21/2007
4521985	0	Hungary	Hungarian	M	1980	3/19/2007	3/19/2007
4521895	0	Portugal	Portuguese	M	1976	3/19/2007	3/19/2007
4513549	0	Germany.COM	German	M	1977	3/17/2007	3/17/2007
4491109	0	Portugal	English	M	1980	3/12/2007	3/16/2007
4503235	0	United Kingdom	English	M	1973	3/15/2007	3/15/2007
4485847	0	Germany.COM	German	M	1985	3/11/2007	3/15/2007
4449772	0	Germany.COM	German	M	1968	3/5/2007	3/12/2007
4482362	0	Germany.COM	German	M	1981	3/10/2007	3/10/2007
4271840	0	Austria	German	M	1986	1/27/2007	3/10/2007
4439493	0	Portugal	Portuguese	M	1982	3/3/2007	3/3/2007
4433881	0	Austria	German	M	1973	3/2/2007	3/2/2007
4429913	0	Croatia	German	M	1986	3/1/2007	3/1/2007
4426498	0	Germany.COM	German	M	1979	2/28/2007	3/1/2007
4425784	0	Poland	Polish	M	1984	2/28/2007	2/28/2007
4413987	0	Poland	Polish	M	1970	2/25/2007	2/25/2007
4405909	0	Austria	German	M	1982	2/24/2007	2/25/2007
4393076	0	Croatia	Croatian	M	1983	2/22/2007	2/22/2007
4393792	0	Germany.COM	German	M	1946	2/22/2007	2/22/2007
4301766	0	Austria	German	M	1987	2/2/2007	2/22/2007
4278267	0	.	.	M	 	 	2/22/2007
4356972	0	Austria	German	M	1981	2/14/2007	2/21/2007
4187911	0	Portugal	Portuguese	M	1987	1/5/2007	2/21/2007
4364542	0	Poland	Polish	M	1983	2/16/2007	2/20/2007
4367159	0	Germany.COM	German	M	1948	2/17/2007	2/17/2007
4181276	0	United Kingdom	English	M	1959	1/3/2007	2/17/2007
4359190	0	Spain	Spanish	M	1987	2/15/2007	2/15/2007
4332470	0	Poland	Polish	M	1987	2/9/2007	2/13/2007
4326654	0	.	.	M	 	 	2/13/2007
4320785	0	Portugal	Portuguese	M	1988	2/6/2007	2/12/2007
4240601	0	Spain	Spanish	M	1980	1/19/2007	2/11/2007
4340206	0	Portugal	English	M	1983	2/10/2007	2/10/2007
3493475	0	Portugal	Portuguese	M	1978	7/23/2006	2/9/2007
4327760	0	France.COM	French	M	1983	2/7/2007	2/8/2007
4325799	0	Greece.BAW	Greek	M	1962	2/7/2007	2/7/2007
4316134	0	France.COM	French	M	1977	2/4/2007	2/4/2007
4305050	0	Cyprus	Greek	M	1983	2/3/2007	2/3/2007
4189245	0	France.COM	French	M	1984	1/5/2007	2/3/2007
3161583	0	Germany.COM	German	M	1976	6/15/2006	2/3/2007
4300750	0	France.COM	French	M	1981	2/2/2007	2/2/2007
4224452	0	Germany.COM	German	M	1980	1/15/2007	1/30/2007
4278913	0	Denmark	English	M	1980	1/29/2007	1/29/2007
4273939	0	Luxembourg	Italian	M	1986	1/28/2007	1/28/2007
4122765	0	.	.	M	 	 	1/28/2007
4271790	0	Germany.COM	German	M	1979	1/27/2007	1/27/2007
4268490	0	Germany.COM	German	M	1977	1/27/2007	1/27/2007
4272150	0	.	.	M	 	 	1/27/2007
4254658	0	Germany.COM	German	M	1986	1/23/2007	1/23/2007
4254510	0	.	.	M	 	 	1/23/2007
4249481	0	Portugal	Portuguese	M	1942	1/22/2007	1/22/2007
4182510	0	Germany.COM	German	M	1986	1/3/2007	1/22/2007
4252056	0	.	.	M	 	 	1/22/2007
4235440	0	Portugal	Portuguese	M	1955	1/18/2007	1/18/2007
4179627	0	Germany.COM	German	M	1980	1/3/2007	1/18/2007
4233000	0	Cyprus	English	M	1980	1/17/2007	1/17/2007
4227692	0	Italy.BAW	Italian	M	1965	1/16/2007	1/16/2007
4228884	0	Germany.COM	German	M	1957	1/16/2007	1/16/2007
4224792	0	Greece.BAW	Greek	M	1955	1/15/2007	1/16/2007
4178391	0	Portugal	Portuguese	M	1981	1/2/2007	1/15/2007
4174765	0	Greece.BAW	Greek	M	1974	1/1/2007	1/14/2007
4212062	0	Greece.BAW	Greek	M	1951	1/12/2007	1/12/2007
4108321	0	Hungary	Hungarian	M	1986	12/13/2006	1/12/2007
4208451	0	Denmark	English	M	1988	1/11/2007	1/11/2007
4184137	0	.	.	M	 	 	1/11/2007
4202272	0	Turkey	Turkish	M	1976	1/9/2007	1/10/2007
4191011	0	Portugal	Portuguese	M	1985	1/6/2007	1/6/2007
4171912	0	Czech Republic	Czech	M	1985	12/31/2006	12/31/2006
4163814	0	France.COM	French	M	1987	12/28/2006	12/29/2006
4159330	0	Germany.COM	German	M	1977	12/27/2006	12/27/2006
4046021	0	Croatia	Croatian	M	1953	11/29/2006	12/27/2006
4147552	0	Turkey	Turkish	M	1979	12/23/2006	12/25/2006
4137676	0	Malta	English	M	1988	12/20/2006	12/20/2006
470323	0	Germany.COM	German	M	1970	6/5/2002	12/20/2006
4139615	0	.	.	M	 	 	12/20/2006
4134334	0	France.COM	French	M	1955	12/19/2006	12/19/2006
1198551	0	Turkey	Turkish	M	1980	10/30/2004	12/19/2006
4127435	0	Turkey	Turkish	M	1987	12/18/2006	12/18/2006
4107354	0	Spain	Spanish	M	1985	12/13/2006	12/16/2006
4107344	0	Spain	Spanish	M	1977	12/13/2006	12/16/2006
3730470	0	Germany.COM	German	M	1972	9/22/2006	12/16/2006
4107386	0	Portugal	Spanish	M	1975	12/13/2006	12/14/2006
1918491	0	Poland	Polish	M	1987	9/21/2005	12/14/2006
4109762	0	.	.	M	 	 	12/13/2006
4105251	0	Portugal	Portuguese	M	1975	12/12/2006	12/12/2006
3548997	0	Germany.COM	German	M	1984	8/11/2006	12/12/2006
4077281	0	.	.	M	 	 	12/8/2006
4081082	0	Greece.BAW	Greek	M	1980	12/6/2006	12/7/2006
4045549	0	Portugal	Portuguese	M	1985	11/29/2006	12/4/2006
4066997	0	Norway	Swedish	M	1985	12/3/2006	12/3/2006
4062082	0	Germany.COM	German	M	1974	12/2/2006	12/2/2006
4060630	0	Turkey	Turkish	M	1972	12/2/2006	12/2/2006
4035471	0	Germany.COM	German	M	1988	11/26/2006	11/30/2006
4046073	0	Spain	Spanish	M	1981	11/29/2006	11/29/2006
4003852	0	Hungary	Hungarian	M	1987	11/20/2006	11/29/2006
4045844	0	.	.	M	 	 	11/29/2006
4027773	0	Poland	Polish	M	1987	11/25/2006	11/28/2006
3836847	0	Germany.COM	German	M	1985	10/17/2006	11/28/2006
3089826	0	Spain	Spanish	M	1987	6/12/2006	11/28/2006
3992020	0	Portugal	English	M	1980	11/18/2006	11/26/2006
3991188	0	Portugal	Portuguese	M	1978	11/17/2006	11/23/2006
3990787	0	Germany.COM	German	M	1979	11/17/2006	11/22/2006
4010854	0	Switzerland	French	M	1979	11/21/2006	11/21/2006
3991944	0	Turkey	Turkish	M	1969	11/18/2006	11/18/2006
3990915	0	Portugal	Portuguese	M	1985	11/17/2006	11/17/2006
3990865	0	Portugal	English	M	1969	11/17/2006	11/17/2006
3977539	0	Germany.COM	German	M	1960	11/14/2006	11/16/2006
3782208	0	Hungary	Hungarian	M	1980	10/3/2006	11/16/2006
3953802	0	Cyprus	Greek	M	1976	11/10/2006	11/11/2006
1930053	0	Portugal	Portuguese	M	1976	9/23/2005	11/11/2006
3941723	0	France.COM	French	M	1977	11/7/2006	11/7/2006
3942389	0	Germany.COM	German	M	1963	11/7/2006	11/7/2006
3929060	0	Poland	Polish	M	1985	11/4/2006	11/7/2006
945804	0	Turkey	Turkish	M	1985	3/6/2004	11/7/2006
3928001	0	Czech Republic	Czech	M	1976	11/4/2006	11/4/2006
3905927	0	Germany.COM	German	M	1987	10/31/2006	11/4/2006
3845115	0	Germany.COM	German	M	1988	10/18/2006	11/4/2006
3838149	0	Germany.COM	German	M	1986	10/17/2006	11/3/2006
3897491	0	Germany.COM	German	M	1985	10/29/2006	11/2/2006
3835611	0	Turkey	Turkish	M	1987	10/17/2006	11/1/2006
3845764	0	.	.	M	 	 	11/1/2006
3904422	0	Russian Federation	Russian	M	1972	10/31/2006	10/31/2006
3840725	0	Hungary	Hungarian	M	1987	10/18/2006	10/27/2006
3871460	0	France.COM	French	M	1987	10/24/2006	10/24/2006
3846185	0	Poland	Polish	M	1985	10/19/2006	10/23/2006
3839573	0	Spain	Spanish	M	1985	10/17/2006	10/22/2006
3840584	0	Spain	Spanish	M	1978	10/18/2006	10/21/2006
3835801	0	Poland	English	M	1982	10/17/2006	10/21/2006
3783409	0	Germany.COM	German	M	1988	10/4/2006	10/21/2006
3837769	0	Spain	Spanish	M	1952	10/17/2006	10/20/2006
3845339	0	Turkey	English	M	1982	10/19/2006	10/19/2006
3833762	0	Turkey	Turkish	M	1972	10/16/2006	10/19/2006
3834659	0	Portugal	English	M	1987	10/17/2006	10/17/2006
3835026	0	Germany.COM	German	M	1966	10/17/2006	10/17/2006
3705154	0	Turkey	Turkish	M	1962	9/16/2006	10/17/2006
3832490	0	Spain	Spanish	M	1973	10/16/2006	10/16/2006
3832102	0	Germany.COM	German	M	1953	10/16/2006	10/16/2006
3825151	0	Germany.COM	German	M	1960	10/15/2006	10/15/2006
3820671	0	Germany.COM	German	M	1975	10/14/2006	10/14/2006
3815900	0	Croatia	Croatian	M	1969	10/13/2006	10/13/2006
3803154	0	Germany.COM	German	M	1976	10/9/2006	10/13/2006
3799977	0	Russian Federation	Russian	M	1970	10/8/2006	10/8/2006
3795547	0	Spain	Spanish	M	1979	10/7/2006	10/7/2006
3795516	0	Germany.COM	German	M	1979	10/7/2006	10/7/2006
3767300	0	Spain	Spanish	M	1972	9/30/2006	10/7/2006
3780381	0	Poland	Polish	M	1985	10/3/2006	10/6/2006
3445477	0	.	.	M	 	 	10/6/2006
3787335	0	Germany.COM	German	M	1981	10/5/2006	10/5/2006
3738033	0	Switzerland	German	M	1980	9/24/2006	10/4/2006
2875900	0	Germany.COM	German	M	1963	5/10/2006	10/4/2006
3781288	0	Spain	Spanish	M	1983	10/3/2006	10/3/2006
3761363	0	Poland	Polish	M	1977	9/29/2006	10/3/2006
3775532	0	Spain	Spanish	M	1979	10/2/2006	10/2/2006
3744005	0	Turkey	Turkish	M	1983	9/25/2006	9/29/2006
3758200	0	Poland	Polish	M	1987	9/28/2006	9/28/2006
3757544	0	France.COM	French	M	1985	9/28/2006	9/28/2006
3734190	0	France.COM	French	M	1987	9/23/2006	9/23/2006
3729425	0	France.COM	French	M	1971	9/22/2006	9/22/2006
3725278	0	France.COM	French	M	1981	9/21/2006	9/21/2006
1133624	0	Spain	Spanish	M	1981	9/8/2004	9/21/2006
3719998	0	Denmark	English	M	1984	9/20/2006	9/20/2006
3516403	0	Czech Republic	Czech	M	1965	8/1/2006	9/20/2006
3707727	0	Germany.COM	German	M	1944	9/17/2006	9/17/2006
3690350	0	Norway	Norwegian	M	1969	9/13/2006	9/17/2006
3703708	0	Cyprus	Greek	M	1980	9/16/2006	9/16/2006
3705362	0	France.COM	French	M	1972	9/16/2006	9/16/2006
3699656	0	Switzerland	Italian	M	1972	9/15/2006	9/15/2006
3691769	0	Germany.COM	German	M	1980	9/13/2006	9/13/2006
3652888	0	Germany.COM	German	M	1983	9/5/2006	9/12/2006
3673262	0	Norway	Norwegian	M	1986	9/9/2006	9/9/2006
3664242	0	Germany.COM	German	M	1979	9/8/2006	9/8/2006
3665686	0	Norway	Norwegian	M	1977	9/8/2006	9/8/2006
3665551	0	Germany.COM	German	M	1965	9/8/2006	9/8/2006
2841492	0	Germany.COM	German	M	1965	4/29/2006	9/8/2006
3649908	0	France.COM	French	M	1969	9/4/2006	9/4/2006
3640058	0	Germany.COM	German	M	1987	9/1/2006	9/4/2006
3647824	0	Spain	Spanish	M	1985	9/3/2006	9/3/2006
1504089	0	Spain	Spanish	M	1981	4/8/2005	9/2/2006
3634720	0	Denmark	English	M	1962	8/31/2006	8/31/2006
3615713	0	Germany.COM	German	M	1979	8/27/2006	8/30/2006
3566442	0	Poland	Polish	M	1978	8/16/2006	8/30/2006
3158486	0	Germany.COM	German	M	1962	6/15/2006	8/30/2006
3627982	0	Czech Republic	Czech	M	1980	8/29/2006	8/29/2006
3622203	0	Austria	German	M	1984	8/28/2006	8/28/2006
2232682	0	Hungary	Hungarian	M	1959	12/6/2005	8/28/2006
3552893	0	Germany.COM	German	M	1986	8/12/2006	8/26/2006
3567514	0	Poland	Polish	M	1986	8/16/2006	8/25/2006
3563374	0	Spain	Spanish	M	1976	8/15/2006	8/24/2006
2674575	0	Turkey	Turkish	M	1976	3/21/2006	8/23/2006
2885245	0	Germany.COM	German	M	1979	5/12/2006	8/22/2006
3571110	0	Poland	Polish	M	1957	8/17/2006	8/21/2006
3200300	0	France.COM	French	M	1967	6/18/2006	8/20/2006
3578811	0	Spain	Spanish	M	1985	8/19/2006	8/19/2006
3575629	0	France.COM	French	M	1971	8/18/2006	8/18/2006
3552813	0	Poland	Polish	M	1973	8/12/2006	8/17/2006
3567940	0	France.COM	French	M	1986	8/16/2006	8/16/2006
3555377	0	Czech Republic	Czech	M	1971	8/13/2006	8/16/2006
3553306	0	Germany.COM	German	M	1978	8/12/2006	8/16/2006
3158507	0	Belgium	Dutch	M	1956	6/15/2006	8/15/2006
3560408	0	Spain	Catalan	M	1964	8/14/2006	8/14/2006
3551691	0	Turkey	Turkish	M	1973	8/12/2006	8/14/2006
3553000	0	Germany.COM	German	M	1975	8/12/2006	8/12/2006
3550011	0	Germany.COM	German	M	1978	8/11/2006	8/11/2006
3545647	0	Germany.COM	German	M	1983	8/10/2006	8/10/2006
3541124	0	Portugal	Portuguese	M	1985	8/9/2006	8/9/2006
3534225	0	Germany.COM	German	M	1983	8/7/2006	8/7/2006
3497394	0	.	.	M	 	 	8/7/2006
3523355	0	Denmark	English	M	1974	8/4/2006	8/4/2006
3517768	0	Germany.COM	German	M	1983	8/2/2006	8/4/2006
3514319	0	Switzerland	French	M	1966	8/1/2006	8/4/2006
3310069	0	Germany.COM	German	M	1981	6/26/2006	8/4/2006
3521814	0	Germany.COM	German	M	1984	8/3/2006	8/3/2006
3522536	0	Germany.COM	German	M	1982	8/3/2006	8/3/2006
2716478	0	France.COM	French	M	1980	3/28/2006	8/1/2006
2281766	0	Germany.COM	German	M	1983	12/18/2005	8/1/2006
3496572	0	.	.	M	 	 	7/31/2006
3497400	0	Germany.COM	German	M	1988	7/25/2006	7/28/2006
3501476	0	United Kingdom	Slovak	M	1979	7/27/2006	7/27/2006
3378409	0	Turkey	Turkish	M	1967	7/2/2006	7/24/2006
2700940	0	Italy.BAW	Italian	M	1976	3/25/2006	7/24/2006
3298891	0	Germany.COM	German	M	1979	6/26/2006	7/19/2006
2759033	0	France.COM	French	M	1984	4/6/2006	7/18/2006
3472797	0	France.COM	French	M	1980	7/14/2006	7/14/2006
3466439	0	Portugal	Portuguese	M	1987	7/12/2006	7/14/2006
3426731	0	Austria	German	M	1984	7/6/2006	7/14/2006
3198569	0	.	.	M	 	 	7/14/2006
3165329	0	Portugal	Portuguese	M	1979	6/16/2006	7/10/2006
3381665	0	.	.	M	 	 	7/10/2006
3440292	0	Germany.COM	German	M	1977	7/8/2006	7/8/2006
3422038	0	Germany.COM	German	M	1977	7/6/2006	7/8/2006
3115447	0	Germany.COM	German	M	1984	6/13/2006	7/8/2006
3431019	0	France.COM	French	M	1969	7/7/2006	7/7/2006
3418212	0	Bahrain	German	M	1977	7/5/2006	7/5/2006
3356540	0	Germany.COM	German	M	1976	7/1/2006	7/5/2006
3406711	0	Austria	German	M	1979	7/4/2006	7/4/2006
2217800	0	Germany.COM	German	M	1982	12/2/2005	7/4/2006
3370797	0	Germany.COM	German	M	1975	7/2/2006	7/2/2006
2981530	0	Spain	Spanish	M	1988	6/4/2006	7/2/2006
3363556	0	Austria	German	M	1985	7/1/2006	7/1/2006
3354327	0	France.COM	French	M	1985	6/30/2006	6/30/2006
3347308	0	Germany.COM	German	M	1981	6/30/2006	6/30/2006
3113982	0	Germany.COM	German	M	1985	6/13/2006	6/30/2006
3113789	0	Slovakia	Czech	M	1988	6/13/2006	6/29/2006
3297399	0	Germany.COM	German	M	1983	6/25/2006	6/28/2006
3164496	0	Poland	Polish	M	1985	6/16/2006	6/28/2006
3316099	0	Germany.COM	German	M	1964	6/27/2006	6/27/2006
2859017	0	Germany.COM	German	M	1962	5/5/2006	6/27/2006
3297970	0	Germany.COM	German	M	1981	6/26/2006	6/26/2006
3298157	0	Germany.COM	German	M	1960	6/26/2006	6/26/2006
3294817	0	Germany.COM	German	M	1977	6/25/2006	6/25/2006
3258154	0	Portugal	Portuguese	M	1970	6/22/2006	6/24/2006
2776967	0	Germany.COM	Russian	M	1978	4/11/2006	6/24/2006
2553978	0	Germany.COM	German	M	1981	2/26/2006	6/24/2006
1888342	0	Germany.COM	German	M	1980	9/14/2005	6/24/2006
1188385	0	Germany.COM	German	M	1976	10/22/2004	6/24/2006
3239668	0	Germany.COM	German	M	1982	6/21/2006	6/22/2006
3233964	0	Austria	German	M	1974	6/21/2006	6/21/2006
3191576	0	Germany.COM	German	M	1983	6/18/2006	6/21/2006
3193571	0	Germany.COM	German	M	1973	6/18/2006	6/21/2006
1879399	0	Germany.COM	German	M	1978	9/13/2005	6/21/2006
3138711	0	Germany.COM	German	M	1980	6/14/2006	6/20/2006
3125297	0	Poland	Polish	M	1983	6/13/2006	6/20/2006
2676986	0	Czech Republic	Czech	M	1981	3/21/2006	6/20/2006
3137396	0	Spain	Spanish	M	1988	6/14/2006	6/19/2006
3113591	0	Spain	Spanish	M	1981	6/13/2006	6/19/2006
3209000	0	.	.	M	 	 	6/19/2006
3139734	0	Turkey	Turkish	M	1969	6/14/2006	6/18/2006
1785350	0	Germany.COM	German	M	1979	8/13/2005	6/18/2006
3113595	0	Germany.COM	German	M	1976	6/13/2006	6/17/2006
3166557	0	Germany.COM	German	M	1969	6/16/2006	6/16/2006
3168337	0	Germany.COM	German	M	1968	6/16/2006	6/16/2006
3075287	0	Portugal	Portuguese	M	1982	6/11/2006	6/16/2006
3158143	0	Czech Republic	Czech	M	1983	6/15/2006	6/15/2006
3136434	0	Germany.COM	German	M	1978	6/14/2006	6/15/2006
3108964	0	Germany.COM	German	M	1967	6/13/2006	6/15/2006
3078817	0	Germany.COM	German	M	1982	6/11/2006	6/15/2006
3119841	0	.	.	M	 	 	6/15/2006
3137602	0	Germany.COM	German	M	1985	6/14/2006	6/14/2006
3119828	0	Germany.COM	German	M	1981	6/13/2006	6/14/2006
3115642	0	Slovakia	Hungarian	M	1976	6/13/2006	6/14/2006
3067154	0	Germany.COM	German	M	1973	6/10/2006	6/14/2006
3113189	0	Germany.COM	German	M	1969	6/13/2006	6/13/2006
3113689	0	Germany.COM	German	M	1968	6/13/2006	6/13/2006
3075507	0	Turkey	Turkish	M	1985	6/11/2006	6/11/2006
3067892	0	France.COM	French	M	1971	6/11/2006	6/11/2006
3081335	0	Germany.COM	German	M	1962	6/11/2006	6/11/2006
3075145	0	.	.	M	 	 	6/11/2006
3063690	0	Germany.COM	German	M	1986	6/10/2006	6/10/2006
3056908	0	Germany.COM	German	M	1961	6/10/2006	6/10/2006
3047035	0	Austria	German	M	1983	6/9/2006	6/9/2006
3043690	0	Austria	German	M	1982	6/9/2006	6/9/2006
2905881	0	Poland	Polish	M	1984	5/17/2006	6/9/2006
2818081	0	Germany.COM	German	M	1983	4/23/2006	6/9/2006
2121662	0	Austria	German	M	1984	11/9/2005	6/9/2006
1776969	0	Czech Republic	Czech	M	1971	8/10/2005	6/9/2006
1539163	0	Austria	German	M	1975	4/19/2005	6/9/2006
3032820	0	.	.	M	 	 	6/9/2006
2991786	0	Germany.COM	German	M	1983	6/5/2006	6/8/2006
1692020	0	Germany.COM	German	M	1985	6/25/2005	6/8/2006
